Sat	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
4/5/2023	101,24	105,33	110,88	111,85	108,65	110,06	161,86	205,55	173,62	130,17	110,65	102,7	84,5	95,7	102,6	99,2	99,45	117,62	141,34	193,51	182,88	167,94	152,69	139,83	
4/4/2023	111,53	111,5	109,28	107,59	108,24	114,78	128,15	187,59	177,3	132,35	127,54	128,45	129,69	111,39	127,35	106,87	114,46	125,52	148,94	184,26	186,24	157,64	144,67	122,39	
4/3/2023	98,79	102,33	98,49	98,57	103,96	114,41	141,34	171,24	169,94	147,47	111,24	114,91	96,69	104,11	94,17	91,91	100,37	114,08	140,82	161,4	159,32	145,24	139,92	119,23	
4/2/2023	71,22	64,35	64,87	66,21	66,55	62,62	71,15	80,22	77,9	74,53	59,75	67,68	65,75	36,25	21,47	24,11	63,24	69,77	104,72	137,12	128,27	126,8	115,52	113,69	
4/1/2023	88,04	68,03	50,3	42,98	39,99	40,08	37,22	56,21	67,58	64,18	54,3	49,51	43,14	38,65	41,34	35,96	46,63	78,82	92,61	112,52	103,22	85,68	85,66	70,79	
3/31/2023	70,55	75,12	81,66	58,71	73,28	85,3	114,88	152,71	148,15	133,37	128,34	115,57	100,81	90,27	91,52	94,79	109,47	114,61	128,61	135,07	131,26	116,75	100,58	91,22	
3/30/2023	92,57	82,27	84,82	81,05	83,04	85,57	115,05	123,96	127,34	108,8	100,18	96,78	91,11	86,22	95,12	104,63	112,89	111,17	125,02	129,54	130,42	111,4	110,85	99,89	
3/29/2023	108,28	107,27	106,52	106,29	108,04	109,62	132,56	157,31	165,63	130,66	125,01	115,59	104,27	102,08	99	107,91	106,88	128,47	143,51	159,82	153,96	123,87	118,94	105,06	
3/28/2023	76,18	84,7	87,15	87,31	88,43	103,14	126,57	151,82	148,92	103,07	81,88	66,99	81,43	81,44	76,93	63	85,01	99,86	125,33	135,14	151,3	140,94	123,08	110,62	
3/27/2023	88,77	90,77	85,14	81,46	81,57	93,14	117,58	146,19	158,07	134,59	121,59	101,7	102,67	77,08	41,22	83,01	91,71	95,57	87,91	112,17	100,88	107,46	99,15	84,09	
3/26/2023	68,66	54,27	-	58,41	48,9	51,75	54,08	89,86	31,87	53,03	44,12	54,62	46,57	31,37	23,38	28,53	52,2	77,35	108,57	116,13	111,77	106,69	99,06	97,33	
3/25/2023	66,06	58,06	24,77	11,24	7,61	9,26	9,46	37,89	15,23	10,26	12,27	9,48	6,74	2,6	11,45	11,73	29,56	68,52	82,97	87,48	79,71	60,44	53,74	47,22	
3/24/2023	91,92	87,7	83,63	72,05	72,81	96,99	105,69	111,37	90,91	76,17	55,48	59,31	73,24	73,53	84,37	90,52	93,79	109,45	118,41	126,06	110,72	82,79	66,2	63,52	
3/23/2023	96,04	91,31	94,76	98,42	94,29	116,43	128,96	135,08	104,29	78,92	70,51	75,44	83,14	88,33	86,55	98,26	111,57	130,12	153,2	158	129,54	115,76	106,21	94,6	
3/22/2023	104,58	107,89	95,01	107,04	109,37	110,97	125,82	129,51	125,9	105,76	89,72	87,36	79,37	89,09	91	101,81	114,83	136,55	144,34	138,92	131,85	104,65	104,77	105,52	
3/21/2023	120,46	113,7	114,86	110,86	112,65	119,56	136,18	155,57	181,72	123,68	110,43	105,39	112,63	110,68	112,19	113,68	128,59	140,82	153,5	157,62	146,15	145,72	131,72	104,99	
3/20/2023	115,12	107,52	109,7	105,97	107,64	114,66	136,57	156,76	153,14	128,89	126,93	132,44	117,82	118,07	112,82	133,01	138,27	168,52	188,93	195,36	173,93	154,73	141,29	126,74	
3/19/2023	108,63	103,62	100,39	97,69	98,16	100,55	98,81	100,35	99,57	70,9	67,36	74,34	70,27	87,82	83,06	93,09	102,78	133,45	156,53	159,37	143,67	132,47	131,83	107,75	
3/18/2023	97,23	81,34	78,65	59,36	86,33	88,15	89,65	97,8	90,14	75,36	70,89	84,23	73,25	66,12	77,28	82,86	101,96	129,03	153	149,76	137,51	124,83	120,87	110,52	
3/17/2023	83,89	71,88	60,73	70,69	71,08	74,45	107,55	116,75	96,74	68,06	40,53	39,6	42,96	40,34	44,76	74,56	105,08	121,96	133,8	147	142,08	129,52	134,77	101,24	
3/16/2023	110,77	114,21	100,2	87,96	89,67	112,59	124,99	126,73	124,62	102,52	88,53	73,49	71,44	65,94	71,98	75,57	94,91	115,81	102,19	118,15	114,93	96,69	89,87	88,7	
3/15/2023	126,82	121,85	132,09	121,37	115,22	124,05	145,04	164,86	163,1	127,06	111,64	118,88	109,12	106,39	103,37	112,56	125,8	157,6	190,9	209,29	173,78	154,17	159,31	153,02	
3/14/2023	6,15	0,57	-1,68	-3,44	2,32	60,81	116,13	131,44	127,45	97,9	75,86	68,93	49,86	75,36	92,1	106,54	148,36	173,11	186,16	174,22	160,08	139,21	129,02	128,76	
3/13/2023	76,09	51,36	33,63	33,74	69,91	105,28	142,92	130,3	133,24	84,65	88,77	63,23	80,07	82	77,95	94,33	124,29	135,18	127,76	135,57	112,57	73,03	42,96	41,25	
3/12/2023	112,07	104,14	102,26	93,32	87,3	87,64	84,24	104,27	102,74	93	83,83	86,14	80,6	58,72	57,13	69,82	71,87	102,85	133,24	137,42	117,35	88,04	89,47	89,24	
3/11/2023	71,02	77,23	81,28	84,74	84,95	94,08	104,82	106,83	113,77	96,36	92,59	85,94	78,02	63,56	62,14	97,5	101,26	130,09	151,64	140,57	132,67	121,53	121,97	123,98	
3/10/2023	109,92	99,31	95,67	89,7	90,49	108,18	131,14	144,25	147,89	135,16	119,59	108,06	108,73	108	112,45	110,79	118,39	129,65	145,82	144,24	141,26	120,75	95,33	77,16	
3/9/2023	121,41	115,47	114,69	111,44	111,51	117,46	144,53	154,25	158,44	144,17	146,27	141,14	137,99	132,64	126,06	126,64	131,19	146,44	163,63	169,32	147,32	133,15	123,79	113,21	
3/8/2023	111,55	114,47	116,34	121,74	115,98	121,13	138,32	167,6	158,08	150,73	145,84	138,02	129,68	129,68	135,49	142,5	141,56	149,17	159,93	155,31	149,45	149,86	130,03	115,91	
3/7/2023	117,35	112,3	103,84	101,37	110,8	134,67	144,84	169,36	208,18	127,12	132,82	137,31	123,31	118,28	116,69	134,55	146,29	154,36	158,11	158,29	151,11	184,03	125,41	144,44	
3/6/2023	142,2	126,7	123,87	125,3	127,96	152,62	166,96	211,3	226,14	203,35	176,67	159,44	152,96	155,97	153,1	155,33	172,66	166,46	193,73	175,75	159,49	131,33	118,01	105,53	
3/5/2023	101,65	103,27	99,06	101,21	98,63	95,97	103,3	110,74	114,28	125,2	131,81	130,62	134,41	113,15	108,36	123,68	112,79	162,7	170,11	169,85	163,36	151,26	155,88	140,79	
3/4/2023	125,29	110,24	108,39	111,37	118,62	111,7	114,6	142,64	130,74	130,63	113,14	110,08	85,95	83,27	96,26	106,71	115,51	140,28	149,79	153,88	149,93	136,5	139,15	111,57	
3/3/2023	146,15	136,02	127,95	134,28	133,1	139,22	163,13	187,75	211,62	177,6	172,03	156,37	145,94	136,56	146,25	153,22	158,78	172,65	169,11	177,64	179,44	150,22	136,04	126,24	
3/2/2023	126,1	125,47	127,22	127,14	126,45	145,67	166,7	179,95	184,19	196,96	156,3	150,57	143,61	139,59	149,63	146,87	153,28	172,73	185,99	183,97	174,89	162,52	152,63	139,23	
3/1/2023	136,79	133,78	129,28	130	129,72	139,91	164,49	174,68	175,57	160,06	158,39	136,2	127,23	126,57	138,73	150,41	158,83	177,28	181,22	186,08	170,44	154,8	141,92	141,69	
2/28/2023	133,96	129,15	125,15	147,81	136,24	140,94	162,53	186,5	182,93	161,9	164,38	148,93	151,94	148,23	139,4	146,9	158,77	173,68	190,55	183,95	180,44	155,43	155,94	132,47	
2/27/2023	115,97	112,55	123,93	121,96	123,13	127,83	157,22	159,97	160,19	141,15	122,88	140,24	141,82	137,37	135,36	136,47	155,58	171,46	187,79	187	172,73	155,51	152,81	144,89	
2/26/2023	106,6	94,83	78,68	84,01	92,9	99,92	88,4	82,88	94	94,58	90,29	75,59	75,85	43,03	34,54	52,63	89,58	125,04	149,32	146,56	139,87	136,28	135,35	125,36	
2/25/2023	96,59	95,38	94,79	91,8	95,13	92,01	88,8	98,32	100,41	105,94	105,62	92,9	84,96	85,17	87,11	91,02	101,46	123	136,24	125,57	114,86	109,97	116,14	114,51	
2/24/2023	139,13	126,9	131,63	118,62	114,94	124,36	153,32	158,27	156,29	156,7	150,46	148,24	136,25	127,76	128,51	139,27	144,88	155,54	175,83	154,99	154,82	125,25	116,92	91,54	
2/23/2023	132,37	122,95	130,24	124,8	126,09	133,97	157,15	169	175,62	168,83	166,17	161,61	151,14	150,9	158,18	155,77	155,27	163,48	171,47	173,93	162,89	154,42	149,13	138,55	
2/22/2023	137,89	124,87	109,06	116,19	114,64	141,1	168,29	177,45	177,84	204,53	171,54	155,76	155,59	159,44	152,06	158,1	162,82	169,67	190,93	190,39	167,55	157,22	152,49	145,74	
2/21/2023	63,65	72,9	60,82	71,61	77,44	83,11	142,85	166,63	155,41	125,81	101,81	123,32	87,75	82,31	116,95	115,33	147,76	173,83	168,16	164,63	154,32	153,65	153,11	145,87	
2/20/2023	77,88	43,41	43,42	31,46	49,26	105,72	177,95	181,77	160,72	158,15	89,85	79,1	73,17	71,55	70,46	110,6	124,14	153,52	155,76	148,31	125,66	89,95	90,65	67,56	
2/19/2023	99,14	90,21	86,91	84,02	82,2	94,75	101,59	91,61	103,54	106,74	107,65	115,12	105,36	87,59	87,31	107,86	115,38	134,62	159,26	151,77	117,69	101,16	98,1	78,16	
2/18/2023	93,63	107,97	104,3	80,51	85,21	90,9	101,43	107,67	102,56	113,21	127,91	132,1	96,15	85,63	93,62	106,14	125,32	132,85	153,9	139,99	140,29	109,25	114,62	109,51	
2/17/2023	116,98	113,8	131,36	127,93	130,83	158,2	169,2	189,21	194,71	166,19	153,79	151,76	146,95	142,1	133,93	135,49	136,64	193,71	174,09	183,77	158,81	149,67	152,08	141,29	
2/16/2023	151,25	145,47	145,7	142,1	144,62	151,88	174,79	208,83	185,83	176,03	156,61	142,32	130,99	143,22	153,47	175,28	176,94	186,51	193,99	198,33	191,57	181,78	160,83	146,2	
2/15/2023	133,04	131,38	130,17	129,09	133,34	146,82	164,26	179,45	195,1	169,17	145,69	147,42	138,99	136,68	138,29	148,82	153,74	157,44	176,36	164,65	159,89	153,74	162,17	147,51	
2/14/2023	137,53	132,98	132,15	131,79	132,29	142,12	187,57	192,79	197,97	175,01	155,73	154,66	141,55	144,81	148,5	165,3	168,55	173,41	192,59	185,43	165,71	133,24	147,94	126,43	
2/13/2023	139,59	137,63	134,63	132,61	123,7	140,43	165,56	191,54	187,69	186	149,37	150,82	141,46	142,2	140,74	156,28	168,62	196,81	206,46	203,55	180,35	154,53	159,74	151,7	
2/12/2023	136,44	135,39	139,84	140,85	139,9	140,97	137,27	152,36	154,2	150,94	143,87	146,61	120,85	129,14	126,52	136,33	147,48	160,85	174,8	146,18	178,3	169,8	123,62	126,78	
2/11/2023	150,26	146,92	145,33	133,17	137,97	141,85	139,71	181,96	156,19	156,81	146,2	148,47	146,88	137,78	134,72	144,75	150,15	160,97	172,13	168,68	168,45	151,6	149,85	141,72	
2/10/2023	119,72	125,89	125,58	125,43	126,06	130,77	144,3	163,31	155,58	139,01	124,7	130,89	121,45	121,42	133,74	146,75	159,14	175,06	194,8	202,21	162,99	145,12	144,1	135,17	
2/9/2023	119,72	125,89	125,58	125,43	126,06	130,77	144,3	163,31	155,58	139,01	124,7	130,89	121,45	121,42	133,74	146,75	159,14	175,06	194,8	202,21	162,99	145,12	144,1	135,17	
2/8/2023	138,85	139,79	139,67	140,69	137,66	141,16	159,55	177,49	184,51	167,16	137,11	138,11	141,35	138,78	139,61	146,81	151,99	171,68	170,38	161,16	149,65	143,85	140,19	131,5	
2/7/2023	142,87	137,77	137,61	131,6	140,41	152,88	171,55	161,36	190,19	172,99	161,46	143,03	139,04	138,76	137,62	161,95	178,49	216,79	240,5	217,59	188,42	181,58	166,12	161,31	
2/6/2023	146,1	149,57	137,03	136,27	139,7	142,15	177,87	197,44	203,63	197,4	185,62	176,13	163,2	158,31	161,81	165,96	178,33	194,95	211,39	200,33	186,81	172,51	166,63	157,93	
2/5/2023	110,72	100,67	92,61	100,6	75,35	84,44	95,14	96,52	116,85	117,02	112,99	118,64	116,17	113,09	112,12	137,24	143,92	158,87	175,36	173,11	169,53	164,68	162,31	148,68	
2/4/2023	101,02	113	113,01	116,83	125,47	130,79	127,44	145,18	152	146,33	144,59	136,97	129,36	122,96	122,93	132,88	118,62	163,04	165,19	155,59	159,85	143	140,44	129,18	
2/3/2023	95,94	104,35	84,99	95,87	111,32	139,82	164,61	172,37	184,39	178,98	163,5	162,03	149,11	135,51	144,73	158,53	153,5	163,04	158,83	171,76	151,38	143,06	106,23	108,22	
2/2/2023	107,63	121,82	113,26	105,17	116,99	151,14	164,49	182,54	182,01	190,8	163,39	163,28	149,58	156,93	163,55	170,77	175,61	183,55	192,83	187,46	177,28	164,34	178,1	152,56	
2/1/2023	92,93	86,69	86,23	82,35	104,86	77,26	129,44	114,55	146,26	132	155,73	156,12	147,91	132,97	145,32	149,82	158,71	177,72	167,26	150,67	142,69	133,61	144,18	126,14	
1/31/2023	122,36	112,21	108,81	124,29	120,86	123,96	169,96	177,38	179,78	171,91	162,64	144,79	140,79	136,25	143,37	155,92	151,15	173,04	179,49	185,45	147,6	147,23	133,87	117,6	
1/30/2023	134,95	138,6	114,07	117,49	113,52	177,28	236,45	290,49	222,81	229,23	197,61	192,64	198,55	195,24	179,42	191,39	248,89	209,05	208,68	172,87	185,13	171,82	153,86	129,33	
1/29/2023	166,52	129,71	120,67	112,11	112,92	115,11	108,78	121,66	141,37	136,64	124,09	127,89	125,12	133,27	132,63	130,66	130,99	149,11	165,27	150,97	224,85	161,2	150,5	114,1	
1/28/2023	151,08	146,19	141,08	132,01	124,9	128,87	138,21	144,82	151,08	161,92	163,02	161,58	158,5	151,16	146,12	154,23	155,23	166,82	168,57	163,8	151,84	149,5	152,38	150,75	
1/27/2023	124,44	125,85	123,96	119,72	127,68	138,53	148,72	146,54	144,78	138,49	150,91	160,33	151,98	156,74	151,29	151,77	156,34	161,67	159	157,19	156,28	146,28	139,61	133,45	
1/26/2023	139,79	133,89	132,02	132,79	139,75	141,2	149,91	157,38	165,91	186,36	193,58	187,34	189,79	189,68	186,94	183,22	172,02	186,22	188,16	175	154,05	138,41	139,64	139,28	
1/25/2023	154,9	127,71	96,06	109,92	96,8	159,79	161,77	174,63	208,37	201,62	208,01	215,52	218,8	205,34	208,09	201,79	231,6	234,7	220,56	193,98	170,22	165,91	165,41	145,57	
1/24/2023	116,44	110,6	81,93	79,52	113,44	150,69	162,04	205,63	230,68	189,41	191,74	190,56	187,65	191,54	209,07	184,15	214,63	230,15	223,81	202,54	173,17	174,69	160,79	133,81	
1/23/2023	151,78	97,73	147,76	96,95	124,8	141,35	180,89	215,03	262,13	237,8	226,83	224,2	219,53	212,72	220,19	222,32	228,46	252,74	247,43	223,77	201,04	177,66	164,8	153,49	
1/22/2023	118,44	114,28	113,81	110,5	116,45	127,69	122,39	133,44	137,61	141,48	162,42	166,41	178,66	162,27	158,97	165,74	183,27	195,15	196,65	199,36	190,75	168,76	183,17	154,3	
1/21/2023	116,86	67,57	43,08	53,27	50,29	78,51	94,56	121,07	130,62	160,4	158,21	153,51	163,93	140,69	141,06	134,07	140,35	173,24	179	158,5	140,98	140,26	131,79	106,86	
1/20/2023	101,71	78,95	38,06	26,8	89,57	137,22	149,46	192,6	225,17	215,25	218,6	213,31	208,15	193,79	189,57	197,97	208,43	205,02	203,12	189,06	167,42	153,87	115,03	115,15	
1/19/2023	57,5	60,06	77,07	66,65	47,13	73,65	140,94	156,69	161,55	161,7	153,92	142,42	125,21	145,66	150,14	154,2	155,41	167,77	162,96	153,52	146,4	137,49	116,3	71,21	
